투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,1,1,0,10700,10850,150,20240202,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
투신,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
사모,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240202,098120,마이크로컨텍솔
기관합계,1,1,0,10700,10850,150,20240202,098120,마이크로컨텍솔
기타법인,0,100,100,0,1083500,1083500,20240202,098120,마이크로컨텍솔
개인,86913,169079,82166,939668400,1836035550,896367150,20240202,098120,마이크로컨텍솔
외국인,121388,39031,-82357,1322560230,424122980,-898437250,20240202,098120,마이크로컨텍솔
기타외국인,0,91,91,0,986450,986450,20240202,098120,마이크로컨텍솔
전체,208302,208302,0,2262239330,2262239330,0,20240202,098120,마이크로컨텍솔
금융투자,2812,32892,30080,67695200,796344150,728648950,20240202,009520,포스코엠텍
보험,0,0,0,0,0,0,20240202,009520,포스코엠텍
투신,4,133,129,97200,3194650,3097450,20240202,009520,포스코엠텍
사모,388,0,-388,9367950,0,-9367950,20240202,009520,포스코엠텍
은행,0,0,0,0,0,0,20240202,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240202,009520,포스코엠텍
연기금 등,857,1986,1129,20733900,47964150,27230250,20240202,009520,포스코엠텍
기관합계,4061,35011,30950,97894250,847502950,749608700,20240202,009520,포스코엠텍
기타법인,5859,79,-5780,141844600,1907100,-139937500,20240202,009520,포스코엠텍
개인,325166,233489,-91677,7837175300,5622816700,-2214358600,20240202,009520,포스코엠텍
외국인,78834,145490,66656,1893140850,3501096750,1607955900,20240202,009520,포스코엠텍
기타외국인,830,681,-149,19809700,16541200,-3268500,20240202,009520,포스코엠텍
전체,414750,414750,0,9989864700,9989864700,0,20240202,009520,포스코엠텍
금융투자,13460,22075,8615,64096950,104741415,40644465,20240202,095570,AJ네트웍스
보험,49,0,-49,232675,0,-232675,20240202,095570,AJ네트웍스
투신,11291,57,-11234,53878805,271605,-53607200,20240202,095570,AJ네트웍스
사모,14331,1509,-12822,68215290,7180915,-61034375,20240202,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240202,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240202,095570,AJ네트웍스
연기금 등,0,722,722,0,3447465,3447465,20240202,095570,AJ네트웍스
기관합계,39131,24363,-14768,186423720,115641400,-70782320,20240202,095570,AJ네트웍스
기타법인,0,0,0,0,0,0,20240202,095570,AJ네트웍스
개인,103411,97074,-6337,491817035,461972340,-29844695,20240202,095570,AJ네트웍스
외국인,24751,45856,21105,117753885,218380900,100627015,20240202,095570,AJ네트웍스
기타외국인,0,0,0,0,0,0,20240202,095570,AJ네트웍스
전체,167293,167293,0,795994640,795994640,0,20240202,095570,AJ네트웍스
금융투자,1829,616,-1213,31528900,10517160,-21011740,20240202,006840,AK홀딩스
보험,0,0,0,0,0,0,20240202,006840,AK홀딩스
투신,0,17,17,0,292910,292910,20240202,006840,AK홀딩스
사모,27,0,-27,466270,0,-466270,20240202,006840,AK홀딩스
은행,0,0,0,0,0,0,20240202,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240202,006840,AK홀딩스
연기금 등,0,201,201,0,3480540,3480540,20240202,006840,AK홀딩스
기관합계,1856,834,-1022,31995170,14290610,-17704560,20240202,006840,AK홀딩스
기타법인,810,240,-570,14013650,4144200,-9869450,20240202,006840,AK홀딩스
개인,14931,8948,-5983,256778950,153882710,-102896240,20240202,006840,AK홀딩스
외국인,938,8545,7607,16159780,147182840,131023060,20240202,006840,AK홀딩스
기타외국인,32,0,-32,552810,0,-552810,20240202,006840,AK홀딩스
전체,18567,18567,0,319500360,319500360,0,20240202,006840,AK홀딩스
금융투자,3939,8376,4437,550599700,1171356900,620757200,20240202,282330,BGF리테일
보험,1455,837,-618,203210900,117056000,-86154900,20240202,282330,BGF리테일
투신,4071,1979,-2092,568632900,276648900,-291984000,20240202,282330,BGF리테일
사모,2251,150,-2101,314504800,20924000,-293580800,20240202,282330,BGF리테일
은행,0,144,144,0,20132900,20132900,20240202,282330,BGF리테일
기타금융,249,3,-246,34721700,420600,-34301100,20240202,282330,BGF리테일
연기금 등,11980,166,-11814,1673533500,23253300,-1650280200,20240202,282330,BGF리테일
기관합계,23945,11655,-12290,3345203500,1629792600,-1715410900,20240202,282330,BGF리테일
기타법인,85,13,-72,11857700,1813500,-10044200,20240202,282330,BGF리테일
개인,6453,20741,14288,901485700,2896820100,1995334400,20240202,282330,BGF리테일
외국인,40468,38545,-1923,5657423250,5387966150,-269457100,20240202,282330,BGF리테일
기타외국인,8,5,-3,1119700,697500,-422200,20240202,282330,BGF리테일
전체,70959,70959,0,9917089850,9917089850,0,20240202,282330,BGF리테일
금융투자,104631,105293,662,428696710,431177470,2480760,20240202,027410,BGF
보험,145,0,-145,583765,0,-583765,20240202,027410,BGF
투신,24273,109,-24164,96654735,448535,-96206200,20240202,027410,BGF
사모,3312,0,-3312,13113645,0,-13113645,20240202,027410,BGF
은행,526,0,-526,2111365,0,-2111365,20240202,027410,BGF
기타금융,0,0,0,0,0,0,20240202,027410,BGF
연기금 등,0,4804,4804,0,19489665,19489665,20240202,027410,BGF
기관합계,132887,110206,-22681,541160220,451115670,-90044550,20240202,027410,BGF
기타법인,4564,1199,-3365,18139345,4830190,-13309155,20240202,027410,BGF
개인,1194941,1265421,70480,4916152440,5214444015,298291575,20240202,027410,BGF
외국인,290263,246318,-43945,1195664760,1002598165,-193066595,20240202,027410,BGF
