투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,1,1,0,13300,13180,-120,20240110,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
투신,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
사모,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240110,098120,마이크로컨텍솔
기관합계,1,1,0,13300,13180,-120,20240110,098120,마이크로컨텍솔
기타법인,5300,103,-5197,69114640,1356900,-67757740,20240110,098120,마이크로컨텍솔
개인,173516,148915,-24601,2280663060,1963434130,-317228930,20240110,098120,마이크로컨텍솔
외국인,30996,39963,8967,411236320,525719110,114482790,20240110,098120,마이크로컨텍솔
기타외국인,0,20831,20831,0,270504000,270504000,20240110,098120,마이크로컨텍솔
전체,209813,209813,0,2761027320,2761027320,0,20240110,098120,마이크로컨텍솔
금융투자,14949,490,-14459,438501100,14454950,-424046150,20240110,009520,포스코엠텍
보험,0,0,0,0,0,0,20240110,009520,포스코엠텍
투신,1,0,-1,29750,0,-29750,20240110,009520,포스코엠텍
사모,0,2,2,0,58200,58200,20240110,009520,포스코엠텍
은행,0,0,0,0,0,0,20240110,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240110,009520,포스코엠텍
연기금 등,0,0,0,0,0,0,20240110,009520,포스코엠텍
기관합계,14950,492,-14458,438530850,14513150,-424017700,20240110,009520,포스코엠텍
기타법인,4167,1480,-2687,122458600,43734500,-78724100,20240110,009520,포스코엠텍
개인,862650,906147,43497,25335348050,26636804400,1301456350,20240110,009520,포스코엠텍
외국인,144593,119496,-25097,4274136250,3511727850,-762408400,20240110,009520,포스코엠텍
기타외국인,3355,2100,-1255,98193850,61887700,-36306150,20240110,009520,포스코엠텍
전체,1029715,1029715,0,30268667600,30268667600,0,20240110,009520,포스코엠텍
금융투자,14330,18264,3934,71701470,91256635,19555165,20240110,095570,AJ네트웍스
보험,0,1519,1519,0,7596045,7596045,20240110,095570,AJ네트웍스
투신,5000,10151,5151,24944265,50714820,25770555,20240110,095570,AJ네트웍스
사모,0,5000,5000,0,24971730,24971730,20240110,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240110,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240110,095570,AJ네트웍스
연기금 등,69647,2891,-66756,347574640,14471530,-333103110,20240110,095570,AJ네트웍스
기관합계,88977,37825,-51152,444220375,189010760,-255209615,20240110,095570,AJ네트웍스
기타법인,0,5645,5645,0,28244955,28244955,20240110,095570,AJ네트웍스
개인,70892,94410,23518,354330885,471637280,117306395,20240110,095570,AJ네트웍스
외국인,24663,46443,21780,123471455,232081190,108609735,20240110,095570,AJ네트웍스
기타외국인,0,209,209,0,1048530,1048530,20240110,095570,AJ네트웍스
전체,184532,184532,0,922022715,922022715,0,20240110,095570,AJ네트웍스
금융투자,768,1208,440,13036840,20487890,7451050,20240110,006840,AK홀딩스
보험,0,0,0,0,0,0,20240110,006840,AK홀딩스
투신,0,1,1,0,17040,17040,20240110,006840,AK홀딩스
사모,0,0,0,0,0,0,20240110,006840,AK홀딩스
은행,0,0,0,0,0,0,20240110,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240110,006840,AK홀딩스
연기금 등,0,43,43,0,730650,730650,20240110,006840,AK홀딩스
기관합계,768,1252,484,13036840,21235580,8198740,20240110,006840,AK홀딩스
기타법인,0,80,80,0,1354000,1354000,20240110,006840,AK홀딩스
개인,3448,2890,-558,58460950,49009900,-9451050,20240110,006840,AK홀딩스
외국인,6,0,-6,101690,0,-101690,20240110,006840,AK홀딩스
기타외국인,0,0,0,0,0,0,20240110,006840,AK홀딩스
전체,4222,4222,0,71599480,71599480,0,20240110,006840,AK홀딩스
금융투자,988,1131,143,138681500,158776200,20094700,20240110,282330,BGF리테일
보험,49,203,154,6880300,28565100,21684800,20240110,282330,BGF리테일
투신,795,4419,3624,111633200,621062200,509429000,20240110,282330,BGF리테일
사모,403,0,-403,56588100,0,-56588100,20240110,282330,BGF리테일
은행,0,0,0,0,0,0,20240110,282330,BGF리테일
기타금융,2,3,1,281200,422100,140900,20240110,282330,BGF리테일
연기금 등,331,12374,12043,46497600,1738341300,1691843700,20240110,282330,BGF리테일
기관합계,2568,18130,15562,360561900,2547166900,2186605000,20240110,282330,BGF리테일
기타법인,55,9,-46,7750200,1264500,-6485700,20240110,282330,BGF리테일
개인,10212,6789,-3423,1435294800,953176600,-482118200,20240110,282330,BGF리테일
외국인,37204,25131,-12073,5230415600,3535230000,-1695185600,20240110,282330,BGF리테일
기타외국인,20,0,-20,2815500,0,-2815500,20240110,282330,BGF리테일
전체,50059,50059,0,7036838000,7036838000,0,20240110,282330,BGF리테일
금융투자,7791,8513,722,29611685,32379860,2768175,20240110,027410,BGF
보험,0,0,0,0,0,0,20240110,027410,BGF
투신,0,0,0,0,0,0,20240110,027410,BGF
사모,0,0,0,0,0,0,20240110,027410,BGF
은행,25,0,-25,95075,0,-95075,20240110,027410,BGF
기타금융,0,0,0,0,0,0,20240110,027410,BGF
연기금 등,0,3899,3899,0,14872455,14872455,20240110,027410,BGF
기관합계,7816,12412,4596,29706760,47252315,17545555,20240110,027410,BGF
기타법인,0,1,1,0,3820,3820,20240110,027410,BGF
개인,48506,58251,9745,184420435,221523785,37103350,20240110,027410,BGF
외국인,16660,2319,-14341,63458150,8809235,-54648915,20240110,027410,BGF
기타외국인,1,0,-1,3810,0,-3810,20240110,027410,BGF
전체,72983,72983,0,277589155,277589155,0,20240110,027410,BGF
금융투자,53843,17738,-36105,375157510,123754080,-251403430,20240110,138930,BNK금융지주
보험,35798,37,-35761,249346920,257890,-249089030,20240110,138930,BNK금융지주
투신,213,43,-170,1480320,300120,-1180200,20240110,138930,BNK금융지주
사모,1461,6,-1455,10176160,41800,-10134360,20240110,138930,BNK금융지주
은행,0,0,0,0,0,0,20240110,138930,BNK금융지주
기타금융,78,1,-77,542100,6990,-535110,20240110,138930,BNK금융지주
연기금 등,23825,9480,-14345,165893990,66032580,-99861410,20240110,138930,BNK금융지주
기관합계,115218,27305,-87913,802597000,190393460,-612203540,20240110,138930,BNK금융지주
기타법인,4227,55,-4172,29550760,383900,-29166860,20240110,138930,BNK금융지주
개인,283129,205801,-77328,1973445760,1433322880,-540122880,20240110,138930,BNK금융지주
외국인,232887,401117,168230,1624438920,2797720150,1173281230,20240110,138930,BNK금융지주
기타외국인,500,1683,1183,3485000,11697050,8212050,20240110,138930,BNK금융지주
전체,635961,635961,0,4433517440,4433517440,0,20240110,138930,BNK금융지주
