투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,2,2,0,21380,21040,-340,20240216,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
투신,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
사모,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240216,098120,마이크로컨텍솔
기관합계,2,2,0,21380,21040,-340,20240216,098120,마이크로컨텍솔
기타법인,0,212,212,0,2289580,2289580,20240216,098120,마이크로컨텍솔
개인,340581,378211,37630,3598040120,4006042570,408002450,20240216,098120,마이크로컨텍솔
외국인,99668,106991,7323,1058110110,1142326450,84216340,20240216,098120,마이크로컨텍솔
기타외국인,47441,2276,-45165,518666130,24158100,-494508030,20240216,098120,마이크로컨텍솔
전체,487692,487692,0,5174837740,5174837740,0,20240216,098120,마이크로컨텍솔
금융투자,1746,5791,4045,44601900,148071750,103469850,20240216,009520,포스코엠텍
보험,0,0,0,0,0,0,20240216,009520,포스코엠텍
투신,42,0,-42,1069650,0,-1069650,20240216,009520,포스코엠텍
사모,536,0,-536,13668000,0,-13668000,20240216,009520,포스코엠텍
은행,0,0,0,0,0,0,20240216,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240216,009520,포스코엠텍
연기금 등,864,864,0,22111200,22140000,28800,20240216,009520,포스코엠텍
기관합계,3188,6655,3467,81450750,170211750,88761000,20240216,009520,포스코엠텍
기타법인,4495,4762,267,114999500,121957050,6957550,20240216,009520,포스코엠텍
개인,513131,535705,22574,13176221100,13763259250,587038150,20240216,009520,포스코엠텍
외국인,159346,131949,-27397,4097689050,3386917600,-710771450,20240216,009520,포스코엠텍
기타외국인,3396,4485,1089,86685350,114700100,28014750,20240216,009520,포스코엠텍
전체,683556,683556,0,17557045750,17557045750,0,20240216,009520,포스코엠텍
금융투자,17057,17257,200,84058530,84931090,872560,20240216,095570,AJ네트웍스
보험,0,0,0,0,0,0,20240216,095570,AJ네트웍스
투신,870,10000,9130,4293450,49373200,45079750,20240216,095570,AJ네트웍스
사모,0,10000,10000,0,49378965,49378965,20240216,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240216,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240216,095570,AJ네트웍스
연기금 등,0,2931,2931,0,14503170,14503170,20240216,095570,AJ네트웍스
기관합계,17927,40188,22261,88351980,198186425,109834445,20240216,095570,AJ네트웍스
기타법인,0,0,0,0,0,0,20240216,095570,AJ네트웍스
개인,92004,52974,-39030,453252635,260751850,-192500785,20240216,095570,AJ네트웍스
외국인,24610,41379,16769,121047840,203714180,82666340,20240216,095570,AJ네트웍스
기타외국인,0,0,0,0,0,0,20240216,095570,AJ네트웍스
전체,134541,134541,0,662652455,662652455,0,20240216,095570,AJ네트웍스
금융투자,3463,1789,-1674,60298010,31281970,-29016040,20240216,006840,AK홀딩스
보험,0,0,0,0,0,0,20240216,006840,AK홀딩스
투신,0,0,0,0,0,0,20240216,006840,AK홀딩스
사모,0,0,0,0,0,0,20240216,006840,AK홀딩스
은행,0,0,0,0,0,0,20240216,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240216,006840,AK홀딩스
연기금 등,68,0,-68,1188070,0,-1188070,20240216,006840,AK홀딩스
기관합계,3531,1789,-1742,61486080,31281970,-30204110,20240216,006840,AK홀딩스
기타법인,1135,31,-1104,19833890,541730,-19292160,20240216,006840,AK홀딩스
