투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,1,2,1,12100,24180,12080,20240116,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240116,098120,마이크로컨텍솔
투신,15152,0,-15152,183966150,0,-183966150,20240116,098120,마이크로컨텍솔
사모,10316,0,-10316,125242940,0,-125242940,20240116,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240116,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240116,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240116,098120,마이크로컨텍솔
기관합계,25469,2,-25467,309221190,24180,-309197010,20240116,098120,마이크로컨텍솔
기타법인,36,333,297,437400,4028410,3591010,20240116,098120,마이크로컨텍솔
개인,154576,151485,-3091,1877222620,1840222720,-36999900,20240116,098120,마이크로컨텍솔
외국인,42199,60618,18419,513927700,736952850,223025150,20240116,098120,마이크로컨텍솔
기타외국인,1900,11742,9842,23161000,142741750,119580750,20240116,098120,마이크로컨텍솔
전체,224180,224180,0,2723969910,2723969910,0,20240116,098120,마이크로컨텍솔
금융투자,5227,3515,-1712,144993300,97926250,-47067050,20240116,009520,포스코엠텍
보험,0,0,0,0,0,0,20240116,009520,포스코엠텍
투신,1140,0,-1140,31179000,0,-31179000,20240116,009520,포스코엠텍
사모,0,489,489,0,13564700,13564700,20240116,009520,포스코엠텍
은행,0,0,0,0,0,0,20240116,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240116,009520,포스코엠텍
연기금 등,0,0,0,0,0,0,20240116,009520,포스코엠텍
기관합계,6367,4004,-2363,176172300,111490950,-64681350,20240116,009520,포스코엠텍
기타법인,4593,786,-3807,126157100,21866700,-104290400,20240116,009520,포스코엠텍
개인,552429,569909,17480,15327048650,15830628750,503580100,20240116,009520,포스코엠텍
외국인,115707,104199,-11508,3236688300,2896739450,-339948850,20240116,009520,포스코엠텍
기타외국인,317,515,198,8834800,14175300,5340500,20240116,009520,포스코엠텍
전체,679413,679413,0,18874901150,18874901150,0,20240116,009520,포스코엠텍
금융투자,37364,45228,7864,178952370,216641765,37689395,20240116,095570,AJ네트웍스
보험,9150,0,-9150,43423410,0,-43423410,20240116,095570,AJ네트웍스
투신,22500,5001,-17499,107283570,23901610,-83381960,20240116,095570,AJ네트웍스
사모,21900,5101,-16799,104333485,24388550,-79944935,20240116,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240116,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240116,095570,AJ네트웍스
연기금 등,6600,0,-6600,31285665,0,-31285665,20240116,095570,AJ네트웍스
기관합계,97514,55330,-42184,465278500,264931925,-200346575,20240116,095570,AJ네트웍스
기타법인,40,11975,11935,192000,57131020,56939020,20240116,095570,AJ네트웍스
개인,96581,119499,22918,461696580,572130030,110433450,20240116,095570,AJ네트웍스
외국인,49454,56403,6949,238584190,269737635,31153445,20240116,095570,AJ네트웍스
기타외국인,0,382,382,0,1820660,1820660,20240116,095570,AJ네트웍스
전체,243589,243589,0,1165751270,1165751270,0,20240116,095570,AJ네트웍스
금융투자,2406,2447,41,39359190,40265300,906110,20240116,006840,AK홀딩스
보험,0,0,0,0,0,0,20240116,006840,AK홀딩스
투신,0,0,0,0,0,0,20240116,006840,AK홀딩스
사모,0,26,26,0,425030,425030,20240116,006840,AK홀딩스
은행,0,0,0,0,0,0,20240116,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240116,006840,AK홀딩스
연기금 등,835,0,-835,13697140,0,-13697140,20240116,006840,AK홀딩스
기관합계,3241,2473,-768,53056330,40690330,-12366000,20240116,006840,AK홀딩스
기타법인,78,427,349,1288560,7034920,5746360,20240116,006840,AK홀딩스
개인,6569,7013,444,108068350,115093610,7025260,20240116,006840,AK홀딩스
외국인,163,138,-25,2668060,2262440,-405620,20240116,006840,AK홀딩스
기타외국인,0,0,0,0,0,0,20240116,006840,AK홀딩스
전체,10051,10051,0,165081300,165081300,0,20240116,006840,AK홀딩스
금융투자,5022,4433,-589,726869500,642536200,-84333300,20240116,282330,BGF리테일
보험,0,2164,2164,0,310984300,310984300,20240116,282330,BGF리테일
투신,3778,12570,8792,538669500,1825070900,1286401400,20240116,282330,BGF리테일
사모,4377,2227,-2150,621863100,322547700,-299315400,20240116,282330,BGF리테일
은행,0,0,0,0,0,0,20240116,282330,BGF리테일
기타금융,1,448,447,144000,64373100,64229100,20240116,282330,BGF리테일
연기금 등,1427,19973,18546,205495300,2883477000,2677981700,20240116,282330,BGF리테일
기관합계,14605,41815,27210,2093041400,6048989200,3955947800,20240116,282330,BGF리테일
기타법인,1395,350,-1045,198894100,51217600,-147676500,20240116,282330,BGF리테일
개인,36808,13826,-22982,5327325400,1988484600,-3338840800,20240116,282330,BGF리테일
외국인,55513,52400,-3113,8004361400,7545149300,-459212100,20240116,282330,BGF리테일
기타외국인,85,15,-70,12338200,2119800,-10218400,20240116,282330,BGF리테일
전체,108406,108406,0,15635960500,15635960500,0,20240116,282330,BGF리테일
금융투자,2789,6096,3307,10257575,22454110,12196535,20240116,027410,BGF
보험,0,0,0,0,0,0,20240116,027410,BGF
