투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,613,88,-525,8487390,1291250,-7196140,20240109,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240109,098120,마이크로컨텍솔
투신,0,8081,8081,0,109386460,109386460,20240109,098120,마이크로컨텍솔
사모,31562,4334,-27228,436936020,63609320,-373326700,20240109,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240109,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240109,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240109,098120,마이크로컨텍솔
기관합계,32175,12503,-19672,445423410,174287030,-271136380,20240109,098120,마이크로컨텍솔
기타법인,11652,470,-11182,158164110,6306600,-151857510,20240109,098120,마이크로컨텍솔
개인,344466,498872,154406,4842856530,6984574250,2141717720,20240109,098120,마이크로컨텍솔
외국인,184367,58057,-126310,2589495850,833591910,-1755903940,20240109,098120,마이크로컨텍솔
기타외국인,533,3291,2758,7636410,44816520,37180110,20240109,098120,마이크로컨텍솔
전체,573193,573193,0,8043576310,8043576310,0,20240109,098120,마이크로컨텍솔
금융투자,5921,21040,15119,180118400,637744800,457626400,20240109,009520,포스코엠텍
보험,0,0,0,0,0,0,20240109,009520,포스코엠텍
투신,0,0,0,0,0,0,20240109,009520,포스코엠텍
사모,0,163,163,0,4969400,4969400,20240109,009520,포스코엠텍
은행,0,0,0,0,0,0,20240109,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240109,009520,포스코엠텍
연기금 등,0,0,0,0,0,0,20240109,009520,포스코엠텍
기관합계,5921,21203,15282,180118400,642714200,462595800,20240109,009520,포스코엠텍
기타법인,9598,15829,6231,289781100,481736100,191955000,20240109,009520,포스코엠텍
개인,1042995,967342,-75653,31496068800,29225109950,-2270958850,20240109,009520,포스코엠텍
외국인,135978,187941,51963,4129531000,5678561950,1549030950,20240109,009520,포스코엠텍
기타외국인,3331,5508,2177,100201250,167578350,67377100,20240109,009520,포스코엠텍
전체,1197823,1197823,0,36195700550,36195700550,0,20240109,009520,포스코엠텍
금융투자,12512,33253,20741,63364140,168673200,105309060,20240109,095570,AJ네트웍스
보험,0,0,0,0,0,0,20240109,095570,AJ네트웍스
투신,0,8500,8500,0,43081270,43081270,20240109,095570,AJ네트웍스
사모,0,2500,2500,0,12625000,12625000,20240109,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240109,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240109,095570,AJ네트웍스
연기금 등,38719,26213,-12506,196129500,132859060,-63270440,20240109,095570,AJ네트웍스
기관합계,51231,70466,19235,259493640,357238530,97744890,20240109,095570,AJ네트웍스
기타법인,0,3110,3110,0,15677700,15677700,20240109,095570,AJ네트웍스
개인,110287,92075,-18212,558176510,465922140,-92254370,20240109,095570,AJ네트웍스
외국인,46961,42824,-4137,237767330,216578910,-21188420,20240109,095570,AJ네트웍스
기타외국인,1,5,4,5050,25250,20200,20240109,095570,AJ네트웍스
전체,208480,208480,0,1055442530,1055442530,0,20240109,095570,AJ네트웍스
금융투자,1101,648,-453,18626980,11001850,-7625130,20240109,006840,AK홀딩스
