투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,0,1,1,0,10170,10170,20240221,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
투신,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
사모,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240221,098120,마이크로컨텍솔
기관합계,0,1,1,0,10170,10170,20240221,098120,마이크로컨텍솔
기타법인,1004,6,-998,10151440,61800,-10089640,20240221,098120,마이크로컨텍솔
개인,130841,101712,-29129,1342781710,1043883330,-298898380,20240221,098120,마이크로컨텍솔
외국인,42057,72033,29976,434051290,741469500,307418210,20240221,098120,마이크로컨텍솔
기타외국인,26,176,150,262080,1821720,1559640,20240221,098120,마이크로컨텍솔
전체,173928,173928,0,1787246520,1787246520,0,20240221,098120,마이크로컨텍솔
금융투자,15421,2673,-12748,388754300,67647750,-321106550,20240221,009520,포스코엠텍
보험,0,0,0,0,0,0,20240221,009520,포스코엠텍
투신,0,0,0,0,0,0,20240221,009520,포스코엠텍
사모,47,192,145,1200800,4838400,3637600,20240221,009520,포스코엠텍
은행,0,0,0,0,0,0,20240221,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240221,009520,포스코엠텍
연기금 등,480,384,-96,12117600,9649900,-2467700,20240221,009520,포스코엠텍
기관합계,15948,3249,-12699,402072700,82136050,-319936650,20240221,009520,포스코엠텍
기타법인,3124,670,-2454,78912150,16859000,-62053150,20240221,009520,포스코엠텍
개인,287454,289063,1609,7253984050,7301331750,47347700,20240221,009520,포스코엠텍
외국인,71986,85289,13303,1822936200,2151482000,328545800,20240221,009520,포스코엠텍
기타외국인,1232,1473,241,31104000,37200300,6096300,20240221,009520,포스코엠텍
전체,379744,379744,0,9589009100,9589009100,0,20240221,009520,포스코엠텍
금융투자,9762,10063,301,47836140,49337545,1501405,20240221,095570,AJ네트웍스
보험,0,0,0,0,0,0,20240221,095570,AJ네트웍스
투신,34,0,-34,166770,0,-166770,20240221,095570,AJ네트웍스
사모,23,0,-23,112815,0,-112815,20240221,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240221,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240221,095570,AJ네트웍스
연기금 등,4420,0,-4420,21530170,0,-21530170,20240221,095570,AJ네트웍스
기관합계,14239,10063,-4176,69645895,49337545,-20308350,20240221,095570,AJ네트웍스
기타법인,0,0,0,0,0,0,20240221,095570,AJ네트웍스
개인,44947,66172,21225,220529395,325082640,104553245,20240221,095570,AJ네트웍스
외국인,28995,11946,-17049,142489975,58245080,-84244895,20240221,095570,AJ네트웍스
기타외국인,0,0,0,0,0,0,20240221,095570,AJ네트웍스
전체,88181,88181,0,432665265,432665265,0,20240221,095570,AJ네트웍스
금융투자,828,432,-396,14305890,7496020,-6809870,20240221,006840,AK홀딩스
보험,0,0,0,0,0,0,20240221,006840,AK홀딩스
투신,0,0,0,0,0,0,20240221,006840,AK홀딩스
사모,0,0,0,0,0,0,20240221,006840,AK홀딩스
은행,0,0,0,0,0,0,20240221,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240221,006840,AK홀딩스
연기금 등,8112,0,-8112,139169680,0,-139169680,20240221,006840,AK홀딩스
기관합계,8940,432,-8508,153475570,7496020,-145979550,20240221,006840,AK홀딩스
기타법인,51,112,61,889000,1931910,1042910,20240221,006840,AK홀딩스
개인,3795,6529,2734,65393350,112218590,46825240,20240221,006840,AK홀딩스
외국인,1326,7039,5713,23032740,121144140,98111400,20240221,006840,AK홀딩스
기타외국인,0,0,0,0,0,0,20240221,006840,AK홀딩스
전체,14112,14112,0,242790660,242790660,0,20240221,006840,AK홀딩스
금융투자,2677,2893,216,348565000,376859200,28294200,20240221,282330,BGF리테일
보험,1251,380,-871,162631800,49449700,-113182100,20240221,282330,BGF리테일
투신,1498,2329,831,194809100,303624200,108815100,20240221,282330,BGF리테일
사모,1602,75,-1527,208409500,9758300,-198651200,20240221,282330,BGF리테일
은행,0,0,0,0,0,0,20240221,282330,BGF리테일
기타금융,3,3,0,389400,391100,1700,20240221,282330,BGF리테일
연기금 등,4112,3944,-168,534699500,513402800,-21296700,20240221,282330,BGF리테일
기관합계,11143,9624,-1519,1449504300,1253485300,-196019000,20240221,282330,BGF리테일
기타법인,1,1,0,130300,130100,-200,20240221,282330,BGF리테일
개인,8766,21228,12462,1142132500,2762488100,1620355600,20240221,282330,BGF리테일
외국인,26714,15742,-10972,3475279800,2047181000,-1428098800,20240221,282330,BGF리테일
기타외국인,30,59,29,3911600,7674000,3762400,20240221,282330,BGF리테일
전체,46654,46654,0,6070958500,6070958500,0,20240221,282330,BGF리테일
금융투자,6844,9512,2668,27545710,38289820,10744110,20240221,027410,BGF
보험,0,0,0,0,0,0,20240221,027410,BGF
투신,5105,1511,-3594,20495430,6076630,-14418800,20240221,027410,BGF
사모,3258,0,-3258,13090780,0,-13090780,20240221,027410,BGF
은행,155,3550,3395,626080,14346255,13720175,20240221,027410,BGF
기타금융,0,0,0,0,0,0,20240221,027410,BGF
연기금 등,135,0,-135,541910,0,-541910,20240221,027410,BGF
기관합계,15497,14573,-924,62299910,58712705,-3587205,20240221,027410,BGF
기타법인,0,2450,2450,0,9927750,9927750,20240221,027410,BGF
개인,94295,104059,9764,380252410,419547925,39295515,20240221,027410,BGF
외국인,18589,7297,-11292,75050340,29406540,-45643800,20240221,027410,BGF
기타외국인,9,11,2,36495,44235,7740,20240221,027410,BGF
전체,128390,128390,0,517639155,517639155,0,20240221,027410,BGF
금융투자,64494,110666,46172,508792350,873474310,364681960,20240221,138930,BNK금융지주
보험,600,0,-600,4716390,0,-4716390,20240221,138930,BNK금융지주
투신,6076,17407,11331,47948010,137131380,89183370,20240221,138930,BNK금융지주
사모,3305,169,-3136,26029350,1334930,-24694420,20240221,138930,BNK금융지주
은행,0,0,0,0,0,0,20240221,138930,BNK금융지주
기타금융,1,2,1,7910,15770,7860,20240221,138930,BNK금융지주
연기금 등,120376,11688,-108688,947493580,92206880,-855286700,20240221,138930,BNK금융지주
기관합계,194852,139932,-54920,1534987590,1104163270,-430824320,20240221,138930,BNK금융지주
기타법인,129,13907,13778,1012650,109213110,108200460,20240221,138930,BNK금융지주
개인,399457,354510,-44947,3148843900,2791822100,-357021800,20240221,138930,BNK금융지주
외국인,244768,330955,86187,1929268970,2609686870,680417900,20240221,138930,BNK금융지주
기타외국인,100,2,-98,788000,15760,-772240,20240221,138930,BNK금융지주
전체,839306,839306,0,6614901110,6614901110,0,20240221,138930,BNK금융지주
금융투자,0,0,0,0,0,0,20240221,001465,BYC우
보험,0,0,0,0,0,0,20240221,001465,BYC우
투신,0,0,0,0,0,0,20240221,001465,BYC우
사모,0,0,0,0,0,0,20240221,001465,BYC우
은행,0,0,0,0,0,0,20240221,001465,BYC우
기타금융,0,0,0,0,0,0,20240221,001465,BYC우
연기금 등,0,0,0,0,0,0,20240221,001465,BYC우
기관합계,0,0,0,0,0,0,20240221,001465,BYC우
기타법인,0,0,0,0,0,0,20240221,001465,BYC우
개인,66,66,0,9473500,9473500,0,20240221,001465,BYC우
외국인,0,0,0,0,0,0,20240221,001465,BYC우
기타외국인,0,0,0,0,0,0,20240221,001465,BYC우
전체,66,66,0,9473500,9473500,0,20240221,001465,BYC우
금융투자,5,5,0,2042000,2063000,21000,20240221,001460,BYC
보험,0,0,0,0,0,0,20240221,001460,BYC
투신,0,0,0,0,0,0,20240221,001460,BYC
사모,0,0,0,0,0,0,20240221,001460,BYC
은행,0,0,0,0,0,0,20240221,001460,BYC
기타금융,0,0,0,0,0,0,20240221,001460,BYC
연기금 등,18,0,-18,7379500,0,-7379500,20240221,001460,BYC
기관합계,23,5,-18,9421500,2063000,-7358500,20240221,001460,BYC
기타법인,0,0,0,0,0,0,20240221,001460,BYC
개인,66,95,29,27023500,38902500,11879000,20240221,001460,BYC
외국인,11,0,-11,4520500,0,-4520500,20240221,001460,BYC
기타외국인,0,0,0,0,0,0,20240221,001460,BYC
전체,100,100,0,40965500,40965500,0,20240221,001460,BYC
금융투자,310,10,-300,17004400,548900,-16455500,20240221,001045,CJ우
보험,0,0,0,0,0,0,20240221,001045,CJ우
투신,0,0,0,0,0,0,20240221,001045,CJ우
사모,0,0,0,0,0,0,20240221,001045,CJ우
은행,0,0,0,0,0,0,20240221,001045,CJ우
기타금융,0,0,0,0,0,0,20240221,001045,CJ우
연기금 등,0,0,0,0,0,0,20240221,001045,CJ우
기관합계,310,10,-300,17004400,548900,-16455500,20240221,001045,CJ우
기타법인,0,955,955,0,52524600,52524600,20240221,001045,CJ우
개인,1989,1332,-657,109249700,73058400,-36191300,20240221,001045,CJ우
외국인,76,78,2,4175600,4297800,122200,20240221,001045,CJ우
기타외국인,0,0,0,0,0,0,20240221,001045,CJ우
전체,2375,2375,0,130429700,130429700,0,20240221,001045,CJ우
금융투자,2296,2474,178,175455500,190699200,15243700,20240221,00104K,CJ4우(전환)
보험,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
투신,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
사모,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
은행,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
기타금융,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
연기금 등,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
기관합계,2296,2474,178,175455500,190699200,15243700,20240221,00104K,CJ4우(전환)
기타법인,0,122,122,0,9313600,9313600,20240221,00104K,CJ4우(전환)
개인,2745,3006,261,211571400,230518500,18947100,20240221,00104K,CJ4우(전환)
외국인,2056,1495,-561,158423200,114918800,-43504400,20240221,00104K,CJ4우(전환)
기타외국인,0,0,0,0,0,0,20240221,00104K,CJ4우(전환)
전체,7097,7097,0,545450100,545450100,0,20240221,00104K,CJ4우(전환)
금융투자,10113,12359,2246,1032668600,1255901300,223232700,20240221,001040,CJ
보험,4009,105,-3904,405656400,10718400,-394938000,20240221,001040,CJ
투신,19185,19919,734,1938302000,2032384500,94082500,20240221,001040,CJ
사모,37509,8807,-28702,3796470700,894889100,-2901581600,20240221,001040,CJ
은행,0,0,0,0,0,0,20240221,001040,CJ
기타금융,3,3,0,306400,308200,1800,20240221,001040,CJ
연기금 등,13602,16987,3385,1379533100,1732401000,352867900,20240221,001040,CJ
기관합계,84421,58180,-26241,8552937200,5926602500,-2626334700,20240221,001040,CJ
