투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,2779,3437,658,35169940,43871000,8701060,20240122,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240122,098120,마이크로컨텍솔
투신,8948,9052,104,113170580,115604130,2433550,20240122,098120,마이크로컨텍솔
사모,19442,18706,-736,246440570,238268760,-8171810,20240122,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240122,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240122,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240122,098120,마이크로컨텍솔
기관합계,31169,31195,26,394781090,397743890,2962800,20240122,098120,마이크로컨텍솔
기타법인,1702,500,-1202,21553210,6405000,-15148210,20240122,098120,마이크로컨텍솔
개인,167969,170152,2183,2142086200,2167254300,25168100,20240122,098120,마이크로컨텍솔
외국인,77786,76703,-1083,991384720,977438940,-13945780,20240122,098120,마이크로컨텍솔
기타외국인,0,76,76,0,963090,963090,20240122,098120,마이크로컨텍솔
전체,278626,278626,0,3549805220,3549805220,0,20240122,098120,마이크로컨텍솔
금융투자,3090,21172,18082,75066200,515506750,440440550,20240122,009520,포스코엠텍
보험,0,0,0,0,0,0,20240122,009520,포스코엠텍
투신,0,0,0,0,0,0,20240122,009520,포스코엠텍
사모,0,0,0,0,0,0,20240122,009520,포스코엠텍
은행,0,0,0,0,0,0,20240122,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240122,009520,포스코엠텍
연기금 등,0,0,0,0,0,0,20240122,009520,포스코엠텍
기관합계,3090,21172,18082,75066200,515506750,440440550,20240122,009520,포스코엠텍
기타법인,1535,1415,-120,37058800,34312750,-2746050,20240122,009520,포스코엠텍
개인,695849,587930,-107919,16901129900,14269619150,-2631510750,20240122,009520,포스코엠텍
외국인,166387,256417,90030,4044747400,6240537650,2195790250,20240122,009520,포스코엠텍
기타외국인,661,588,-73,16181050,14207050,-1974000,20240122,009520,포스코엠텍
전체,867522,867522,0,21074183350,21074183350,0,20240122,009520,포스코엠텍
금융투자,26791,31277,4486,122493430,143250880,20757450,20240122,095570,AJ네트웍스
보험,0,1135,1135,0,5233115,5233115,20240122,095570,AJ네트웍스
투신,30000,1,-29999,137315630,4590,-137311040,20240122,095570,AJ네트웍스
사모,0,529,529,0,2425465,2425465,20240122,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240122,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240122,095570,AJ네트웍스
연기금 등,1424,0,-1424,6492260,0,-6492260,20240122,095570,AJ네트웍스
