투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,3,3,0,31470,31860,390,20240205,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
투신,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
사모,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240205,098120,마이크로컨텍솔
기관합계,3,3,0,31470,31860,390,20240205,098120,마이크로컨텍솔
기타법인,10,100,90,105500,1080000,974500,20240205,098120,마이크로컨텍솔
개인,69676,96047,26371,737802170,1015942850,278140680,20240205,098120,마이크로컨텍솔
외국인,89849,69816,-20033,951055800,739650760,-211405040,20240205,098120,마이크로컨텍솔
기타외국인,10608,4180,-6428,112071130,44360600,-67710530,20240205,098120,마이크로컨텍솔
전체,170146,170146,0,1801066070,1801066070,0,20240205,098120,마이크로컨텍솔
금융투자,8599,1144,-7455,205406300,27352000,-178054300,20240205,009520,포스코엠텍
보험,0,0,0,0,0,0,20240205,009520,포스코엠텍
투신,8,0,-8,190900,0,-190900,20240205,009520,포스코엠텍
사모,43,47,4,1027150,1120950,93800,20240205,009520,포스코엠텍
은행,0,0,0,0,0,0,20240205,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240205,009520,포스코엠텍
연기금 등,384,384,0,9216000,9178600,-37400,20240205,009520,포스코엠텍
기관합계,9034,1575,-7459,215840350,37651550,-178188800,20240205,009520,포스코엠텍
기타법인,5378,2323,-3055,128131300,55301400,-72829900,20240205,009520,포스코엠텍
개인,189247,194317,5070,4516584700,4636864900,120280200,20240205,009520,포스코엠텍
외국인,52173,57425,5252,1246530550,1372716500,126185950,20240205,009520,포스코엠텍
기타외국인,369,561,192,8851500,13404050,4552550,20240205,009520,포스코엠텍
전체,256201,256201,0,6115938400,6115938400,0,20240205,009520,포스코엠텍
금융투자,4799,4041,-758,22592785,19011270,-3581515,20240205,095570,AJ네트웍스
보험,4248,0,-4248,19939125,0,-19939125,20240205,095570,AJ네트웍스
투신,1529,31,-1498,7172240,145685,-7026555,20240205,095570,AJ네트웍스
사모,1528,0,-1528,7165830,0,-7165830,20240205,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240205,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240205,095570,AJ네트웍스
연기금 등,0,565,565,0,2649335,2649335,20240205,095570,AJ네트웍스
기관합계,12104,4637,-7467,56869980,21806290,-35063690,20240205,095570,AJ네트웍스
기타법인,0,0,0,0,0,0,20240205,095570,AJ네트웍스
개인,92766,89217,-3549,435771360,418991225,-16780135,20240205,095570,AJ네트웍스
외국인,12034,23047,11013,56598735,108428490,51829755,20240205,095570,AJ네트웍스
기타외국인,0,3,3,0,14070,14070,20240205,095570,AJ네트웍스
전체,116904,116904,0,549240075,549240075,0,20240205,095570,AJ네트웍스
금융투자,4579,2852,-1727,78658660,49044970,-29613690,20240205,006840,AK홀딩스
보험,0,0,0,0,0,0,20240205,006840,AK홀딩스
투신,374,9,-365,6421060,155340,-6265720,20240205,006840,AK홀딩스
사모,374,0,-374,6421760,0,-6421760,20240205,006840,AK홀딩스
은행,0,0,0,0,0,0,20240205,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240205,006840,AK홀딩스
연기금 등,0,160,160,0,2761280,2761280,20240205,006840,AK홀딩스
기관합계,5327,3021,-2306,91501480,51961590,-39539890,20240205,006840,AK홀딩스
기타법인,1632,195,-1437,28043020,3364790,-24678230,20240205,006840,AK홀딩스
개인,10152,6339,-3813,174503690,108798270,-65705420,20240205,006840,AK홀딩스
외국인,1775,9390,7615,30497890,161437930,130940040,20240205,006840,AK홀딩스
기타외국인,59,0,-59,1016500,0,-1016500,20240205,006840,AK홀딩스
전체,18945,18945,0,325562580,325562580,0,20240205,006840,AK홀딩스
금융투자,11696,1624,-10072,1613780500,223793500,-1389987000,20240205,282330,BGF리테일
보험,3107,657,-2450,428656700,90653400,-338003300,20240205,282330,BGF리테일
투신,2513,564,-1949,346354600,77753900,-268600700,20240205,282330,BGF리테일
사모,314,1320,1006,43304700,182066800,138762100,20240205,282330,BGF리테일
은행,0,0,0,0,0,0,20240205,282330,BGF리테일
기타금융,1,1,0,138000,138400,400,20240205,282330,BGF리테일
연기금 등,18785,9468,-9317,2589238300,1306074500,-1283163800,20240205,282330,BGF리테일
기관합계,36416,13634,-22782,5021472800,1880480500,-3140992300,20240205,282330,BGF리테일
기타법인,4,138,134,551100,18913700,18362600,20240205,282330,BGF리테일
개인,6811,17967,11156,938981000,2474943300,1535962300,20240205,282330,BGF리테일
외국인,56011,67516,11505,7727729247,9316177147,1588447900,20240205,282330,BGF리테일
기타외국인,15,2,-13,2055000,274500,-1780500,20240205,282330,BGF리테일
전체,99257,99257,0,13690789147,13690789147,0,20240205,282330,BGF리테일
금융투자,25982,25711,-271,105144225,103917845,-1226380,20240205,027410,BGF
보험,1467,0,-1467,5940700,0,-5940700,20240205,027410,BGF
투신,696,63,-633,2796750,257670,-2539080,20240205,027410,BGF
사모,695,0,-695,2792985,0,-2792985,20240205,027410,BGF
은행,482,126,-356,1943075,507640,-1435435,20240205,027410,BGF
기타금융,0,0,0,0,0,0,20240205,027410,BGF
연기금 등,0,1990,1990,0,8102770,8102770,20240205,027410,BGF
기관합계,29322,27890,-1432,118617735,112785925,-5831810,20240205,027410,BGF
기타법인,2673,43,-2630,10735095,172490,-10562605,20240205,027410,BGF
개인,274254,318003,43749,1112991495,1294091015,181099520,20240205,027410,BGF
외국인,110430,70679,-39751,450173730,285210470,-164963260,20240205,027410,BGF
기타외국인,1,65,64,4020,262175,258155,20240205,027410,BGF
전체,416680,416680,0,1692522075,1692522075,0,20240205,027410,BGF
금융투자,370398,87619,-282779,2835035060,671289030,-2163746030,20240205,138930,BNK금융지주
보험,10076,9640,-436,77034490,74204890,-2829600,20240205,138930,BNK금융지주
투신,134396,19283,-115113,1031750700,147500660,-884250040,20240205,138930,BNK금융지주
사모,76644,91234,14590,584259810,700062230,115802420,20240205,138930,BNK금융지주
은행,24584,0,-24584,189054110,0,-189054110,20240205,138930,BNK금융지주
기타금융,0,0,0,0,0,0,20240205,138930,BNK금융지주
연기금 등,103569,132447,28878,796256250,1019826100,223569850,20240205,138930,BNK금융지주
기관합계,719667,340223,-379444,5513390420,2612882910,-2900507510,20240205,138930,BNK금융지주
기타법인,5071,10890,5819,38944950,83581600,44636650,20240205,138930,BNK금융지주
개인,1134673,1393886,259213,8687498810,10674506130,1987007320,20240205,138930,BNK금융지주
외국인,561534,684430,122896,4308117620,5241595110,933477490,20240205,138930,BNK금융지주
기타외국인,9113,629,-8484,69473130,4859180,-64613950,20240205,138930,BNK금융지주
전체,2430058,2430058,0,18617424930,18617424930,0,20240205,138930,BNK금융지주
금융투자,0,0,0,0,0,0,20240205,001465,BYC우
보험,0,0,0,0,0,0,20240205,001465,BYC우
투신,0,0,0,0,0,0,20240205,001465,BYC우
사모,0,0,0,0,0,0,20240205,001465,BYC우
은행,0,0,0,0,0,0,20240205,001465,BYC우
기타금융,0,0,0,0,0,0,20240205,001465,BYC우
연기금 등,0,0,0,0,0,0,20240205,001465,BYC우
기관합계,0,0,0,0,0,0,20240205,001465,BYC우
기타법인,0,0,0,0,0,0,20240205,001465,BYC우
개인,291,291,0,42611800,42611800,0,20240205,001465,BYC우
외국인,0,0,0,0,0,0,20240205,001465,BYC우
기타외국인,0,0,0,0,0,0,20240205,001465,BYC우
전체,291,291,0,42611800,42611800,0,20240205,001465,BYC우
금융투자,4,6,2,1807500,2717000,909500,20240205,001460,BYC
보험,0,0,0,0,0,0,20240205,001460,BYC
투신,0,0,0,0,0,0,20240205,001460,BYC
사모,0,0,0,0,0,0,20240205,001460,BYC
은행,0,0,0,0,0,0,20240205,001460,BYC
기타금융,0,0,0,0,0,0,20240205,001460,BYC
연기금 등,0,15,15,0,6700500,6700500,20240205,001460,BYC
기관합계,4,21,17,1807500,9417500,7610000,20240205,001460,BYC
기타법인,38,3,-35,17388000,1374000,-16014000,20240205,001460,BYC
개인,376,400,24,169349000,180511500,11162500,20240205,001460,BYC
외국인,7,1,-6,3213000,454500,-2758500,20240205,001460,BYC
기타외국인,0,0,0,0,0,0,20240205,001460,BYC
전체,425,425,0,191757500,191757500,0,20240205,001460,BYC
금융투자,252,252,0,13107500,13078800,-28700,20240205,001045,CJ우
보험,0,0,0,0,0,0,20240205,001045,CJ우
투신,0,0,0,0,0,0,20240205,001045,CJ우
사모,0,0,0,0,0,0,20240205,001045,CJ우
은행,0,0,0,0,0,0,20240205,001045,CJ우
기타금융,0,0,0,0,0,0,20240205,001045,CJ우
연기금 등,0,0,0,0,0,0,20240205,001045,CJ우
기관합계,252,252,0,13107500,13078800,-28700,20240205,001045,CJ우
기타법인,65,378,313,3374500,19622800,16248300,20240205,001045,CJ우
개인,1333,997,-336,69206900,51794900,-17412000,20240205,001045,CJ우
외국인,8,31,23,413800,1606200,1192400,20240205,001045,CJ우
기타외국인,0,0,0,0,0,0,20240205,001045,CJ우
전체,1658,1658,0,86102700,86102700,0,20240205,001045,CJ우
금융투자,1255,3343,2088,94933400,253457000,158523600,20240205,00104K,CJ4우(전환)
보험,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
투신,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
사모,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
은행,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
기타금융,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
연기금 등,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
기관합계,1255,3343,2088,94933400,253457000,158523600,20240205,00104K,CJ4우(전환)
기타법인,0,1318,1318,0,100089700,100089700,20240205,00104K,CJ4우(전환)
개인,7207,3645,-3562,546473800,275928600,-270545200,20240205,00104K,CJ4우(전환)
외국인,968,1124,156,73314100,85246000,11931900,20240205,00104K,CJ4우(전환)
기타외국인,0,0,0,0,0,0,20240205,00104K,CJ4우(전환)
전체,9430,9430,0,714721300,714721300,0,20240205,00104K,CJ4우(전환)
금융투자,14333,8249,-6084,1435240200,830251300,-604988900,20240205,001040,CJ
보험,4459,6642,2183,449044800,669470200,220425400,20240205,001040,CJ
투신,2465,23753,21288,248412000,2395651900,2147239900,20240205,001040,CJ
사모,5688,5429,-259,572903600,545886100,-27017500,20240205,001040,CJ
은행,0,1000,1000,0,101276100,101276100,20240205,001040,CJ
기타금융,1,1,0,100600,102500,1900,20240205,001040,CJ
연기금 등,9084,14981,5897,912533200,1506548400,594015200,20240205,001040,CJ
기관합계,36030,60055,24025,3618234400,6049186500,2430952100,20240205,001040,CJ
기타법인,1214,4271,3057,121966100,430610100,308644000,20240205,001040,CJ
개인,55066,49005,-6061,5541971300,4913702500,-628268800,20240205,001040,CJ
외국인,40090,19596,-20494,4025047900,1966084200,-2058963700,20240205,001040,CJ
기타외국인,561,34,-527,55746300,3382700,-52363600,20240205,001040,CJ
전체,132961,132961,0,13362966000,13362966000,0,20240205,001040,CJ
금융투자,18,0,-18,381600,0,-381600,20240205,011155,CJ씨푸드1우
보험,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
투신,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
사모,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
은행,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
기타금융,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
연기금 등,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
기관합계,18,0,-18,381600,0,-381600,20240205,011155,CJ씨푸드1우
기타법인,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
개인,119,137,18,2520400,2902000,381600,20240205,011155,CJ씨푸드1우
외국인,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
기타외국인,0,0,0,0,0,0,20240205,011155,CJ씨푸드1우
전체,137,137,0,2902000,2902000,0,20240205,011155,CJ씨푸드1우
금융투자,0,53,53,0,153820,153820,20240205,011150,CJ씨푸드
보험,0,0,0,0,0,0,20240205,011150,CJ씨푸드
투신,0,24,24,0,69960,69960,20240205,011150,CJ씨푸드
사모,0,0,0,0,0,0,20240205,011150,CJ씨푸드
은행,0,0,0,0,0,0,20240205,011150,CJ씨푸드
기타금융,0,0,0,0,0,0,20240205,011150,CJ씨푸드
연기금 등,0,0,0,0,0,0,20240205,011150,CJ씨푸드
기관합계,0,77,77,0,223780,223780,20240205,011150,CJ씨푸드
기타법인,0,0,0,0,0,0,20240205,011150,CJ씨푸드
개인,101843,109221,7378,297160000,318821005,21661005,20240205,011150,CJ씨푸드
외국인,23127,15697,-7430,67758635,45947275,-21811360,20240205,011150,CJ씨푸드
기타외국인,80,55,-25,233200,159775,-73425,20240205,011150,CJ씨푸드
전체,125050,125050,0,365151835,365151835,0,20240205,011150,CJ씨푸드
금융투자,7,11,4,15870,25010,9140,20240205,058820,CMG제약
보험,0,0,0,0,0,0,20240205,058820,CMG제약
투신,0,0,0,0,0,0,20240205,058820,CMG제약
사모,0,0,0,0,0,0,20240205,058820,CMG제약
은행,0,0,0,0,0,0,20240205,058820,CMG제약
기타금융,0,0,0,0,0,0,20240205,058820,CMG제약
연기금 등,0,0,0,0,0,0,20240205,058820,CMG제약
기관합계,7,11,4,15870,25010,9140,20240205,058820,CMG제약
기타법인,0,400,400,0,916000,916000,20240205,058820,CMG제약
개인,285038,269322,-15716,646216730,610732740,-35483990,20240205,058820,CMG제약
