투자자구분,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수,date,stock_code,stock_name
금융투자,0,0,0,0,0,0,20240112,098120,마이크로컨텍솔
보험,0,0,0,0,0,0,20240112,098120,마이크로컨텍솔
투신,0,12019,12019,0,157334500,157334500,20240112,098120,마이크로컨텍솔
사모,72,0,-72,943630,0,-943630,20240112,098120,마이크로컨텍솔
은행,0,0,0,0,0,0,20240112,098120,마이크로컨텍솔
기타금융,0,0,0,0,0,0,20240112,098120,마이크로컨텍솔
연기금 등,0,0,0,0,0,0,20240112,098120,마이크로컨텍솔
기관합계,72,12019,11947,943630,157334500,156390870,20240112,098120,마이크로컨텍솔
기타법인,1,400,399,13100,5176000,5162900,20240112,098120,마이크로컨텍솔
개인,100222,93007,-7215,1307705160,1214159160,-93546000,20240112,098120,마이크로컨텍솔
외국인,36379,29873,-6506,475278550,389313400,-85965150,20240112,098120,마이크로컨텍솔
기타외국인,280,1655,1375,3612560,21569940,17957380,20240112,098120,마이크로컨텍솔
전체,136954,136954,0,1787553000,1787553000,0,20240112,098120,마이크로컨텍솔
금융투자,23011,2034,-20977,666704000,59510700,-607193300,20240112,009520,포스코엠텍
보험,0,0,0,0,0,0,20240112,009520,포스코엠텍
투신,0,0,0,0,0,0,20240112,009520,포스코엠텍
사모,28583,0,-28583,825138100,0,-825138100,20240112,009520,포스코엠텍
은행,0,0,0,0,0,0,20240112,009520,포스코엠텍
기타금융,0,0,0,0,0,0,20240112,009520,포스코엠텍
연기금 등,0,0,0,0,0,0,20240112,009520,포스코엠텍
기관합계,51594,2034,-49560,1491842100,59510700,-1432331400,20240112,009520,포스코엠텍
기타법인,62,10007,9945,1791000,288996950,287205950,20240112,009520,포스코엠텍
개인,611225,703781,92556,17723069450,20397072600,2674003150,20240112,009520,포스코엠텍
외국인,152481,99189,-53292,4425458000,2886394700,-1539063300,20240112,009520,포스코엠텍
기타외국인,1389,1740,351,40236300,50421900,10185600,20240112,009520,포스코엠텍
전체,816751,816751,0,23682396850,23682396850,0,20240112,009520,포스코엠텍
금융투자,37665,38346,681,185261055,188671955,3410900,20240112,095570,AJ네트웍스
보험,8,9150,9142,39335,45103115,45063780,20240112,095570,AJ네트웍스
투신,2708,10011,7303,13275960,49359445,36083485,20240112,095570,AJ네트웍스
사모,0,0,0,0,0,0,20240112,095570,AJ네트웍스
은행,0,0,0,0,0,0,20240112,095570,AJ네트웍스
기타금융,0,0,0,0,0,0,20240112,095570,AJ네트웍스
연기금 등,26,60,34,128040,296235,168195,20240112,095570,AJ네트웍스
기관합계,40407,57567,17160,198704390,283430750,84726360,20240112,095570,AJ네트웍스
기타법인,0,0,0,0,0,0,20240112,095570,AJ네트웍스
개인,115584,81734,-33850,567981615,402313005,-165668610,20240112,095570,AJ네트웍스
외국인,39829,56514,16685,196714500,277632400,80917900,20240112,095570,AJ네트웍스
기타외국인,0,5,5,0,24350,24350,20240112,095570,AJ네트웍스
전체,195820,195820,0,963400505,963400505,0,20240112,095570,AJ네트웍스
금융투자,882,1545,663,14828440,25986000,11157560,20240112,006840,AK홀딩스
보험,0,0,0,0,0,0,20240112,006840,AK홀딩스
투신,0,0,0,0,0,0,20240112,006840,AK홀딩스
사모,0,780,780,0,13113410,13113410,20240112,006840,AK홀딩스
은행,0,0,0,0,0,0,20240112,006840,AK홀딩스
기타금융,0,0,0,0,0,0,20240112,006840,AK홀딩스
연기금 등,0,17,17,0,286180,286180,20240112,006840,AK홀딩스
기관합계,882,2342,1460,14828440,39385590,24557150,20240112,006840,AK홀딩스
기타법인,1,111,110,16790,1858570,1841780,20240112,006840,AK홀딩스
개인,5938,4381,-1557,99644270,73464540,-26179730,20240112,006840,AK홀딩스
외국인,13,0,-13,219200,0,-219200,20240112,006840,AK홀딩스
기타외국인,0,0,0,0,0,0,20240112,006840,AK홀딩스
전체,6834,6834,0,114708700,114708700,0,20240112,006840,AK홀딩스
금융투자,2336,2723,387,327244000,381902400,54658400,20240112,282330,BGF리테일
보험,4,7715,7711,560200,1080669400,1080109200,20240112,282330,BGF리테일
투신,5337,14270,8933,746531600,1998432900,1251901300,20240112,282330,BGF리테일
사모,1143,2820,1677,160062400,394592800,234530400,20240112,282330,BGF리테일
은행,0,195,195,0,27356000,27356000,20240112,282330,BGF리테일
기타금융,1,685,684,139600,95910100,95770500,20240112,282330,BGF리테일
연기금 등,6731,10706,3975,940963300,1499383900,558420600,20240112,282330,BGF리테일
기관합계,15552,39114,23562,2175501100,5478247500,3302746400,20240112,282330,BGF리테일
기타법인,377,94,-283,53058100,13128700,-39929400,20240112,282330,BGF리테일
개인,32123,11607,-20516,4503743800,1624756900,-2878986900,20240112,282330,BGF리테일
외국인,52551,49966,-2585,7356264300,6997399300,-358865000,20240112,282330,BGF리테일
기타외국인,180,2,-178,25246300,281200,-24965100,20240112,282330,BGF리테일
전체,100783,100783,0,14113813600,14113813600,0,20240112,282330,BGF리테일
금융투자,13463,18343,4880,49926525,68293905,18367380,20240112,027410,BGF
보험,27,0,-27,99960,0,-99960,20240112,027410,BGF
투신,5502,26,-5476,20354410,97500,-20256910,20240112,027410,BGF
사모,0,0,0,0,0,0,20240112,027410,BGF
은행,0,0,0,0,0,0,20240112,027410,BGF
기타금융,0,0,0,0,0,0,20240112,027410,BGF
연기금 등,5326,0,-5326,19758005,0,-19758005,20240112,027410,BGF
기관합계,24318,18369,-5949,90138900,68391405,-21747495,20240112,027410,BGF
기타법인,0,0,0,0,0,0,20240112,027410,BGF
개인,75113,92368,17255,278781235,342801510,64020275,20240112,027410,BGF
외국인,18356,7050,-11306,68341800,26069020,-42272780,20240112,027410,BGF
기타외국인,0,0,0,0,0,0,20240112,027410,BGF
전체,117787,117787,0,437261935,437261935,0,20240112,027410,BGF
금융투자,49985,57984,7999,351399300,407965850,56566550,20240112,138930,BNK금융지주
보험,1236,107,-1129,8686110,751560,-7934550,20240112,138930,BNK금융지주
투신,1897,7506,5609,13308840,52819020,39510180,20240112,138930,BNK금융지주
사모,1635,8549,6914,11506100,60084060,48577960,20240112,138930,BNK금융지주
은행,0,83149,83149,0,585104060,585104060,20240112,138930,BNK금융지주
기타금융,1,2,1,7010,14060,7050,20240112,138930,BNK금융지주
연기금 등,74610,5252,-69358,524418130,36892760,-487525370,20240112,138930,BNK금융지주
기관합계,129364,162549,33185,909325490,1143631370,234305880,20240112,138930,BNK금융지주
기타법인,100,9269,9169,706000,65150840,64444840,20240112,138930,BNK금융지주
개인,195706,147100,-48606,1374650450,1031944090,-342706360,20240112,138930,BNK금융지주
외국인,108233,117485,9252,760803460,825879100,65075640,20240112,138930,BNK금융지주
기타외국인,3000,0,-3000,21120000,0,-21120000,20240112,138930,BNK금융지주
전체,436403,436403,0,3066605400,3066605400,0,20240112,138930,BNK금융지주
금융투자,0,0,0,0,0,0,20240112,001465,BYC우
보험,0,0,0,0,0,0,20240112,001465,BYC우
투신,0,0,0,0,0,0,20240112,001465,BYC우
사모,0,0,0,0,0,0,20240112,001465,BYC우
은행,0,0,0,0,0,0,20240112,001465,BYC우
기타금융,0,0,0,0,0,0,20240112,001465,BYC우
연기금 등,0,0,0,0,0,0,20240112,001465,BYC우
기관합계,0,0,0,0,0,0,20240112,001465,BYC우
